survey,variable,topic,preamble,question,response_options,interviewer_instructions,modes,conditional,correct_answer,answer_basis,explicit_dk,dk_probe,dyt,wwys,wipo,n_options,dke_preamble,dkd_preamble,happen_to_know,self_placement_dk_filter,old_coding,notes
ANES 2012,LIBCPO_LIBCPOHDC,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,(Looking at page [preload: postpg_e] of the booklet) Where would you place [preload: dem_hsename] on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DK},FTF interviewer (CAPI); web,Contested House race and R recognized the candidate in the thermometer,1-3 (liberal side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,old: not in the corpus (the 2016 equivalent was included),"The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2012,LIBCPO_LIBCPOHRC,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,(Looking at page [preload: postpg_e] of the booklet) Where would you place [preload: rep_hsename] on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DK},FTF interviewer (CAPI); web,Contested House race and R recognized the candidate in the thermometer,5-7 (conservative side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,old: not in the corpus (the 2016 equivalent was included),"The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2012,ABORTPO_ABDPCSTD,placement,,Now on another topic. Where would you place [preload: dem_pcname]? (on abortion)?,"1 By law, abortion should never be permitted.|2 The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.|3 The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.|4 By law, a woman should always be able to obtain an abortion as a matter of personal choice.",{DO NOT PROBE DK} Option 5 'Other {SPECIFY} {VOL}' is not read; omitted online.,FTF interviewer (CAPI); web,,3 or 4 (permit abortion),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,4,0,0,0,0,"old: n_options = 5 in the FTF row (counted the volunteered 'Other'), 4 in the web row",
ANES 2012,ABORTPO_ABRPCSTD,placement,,Where would you place [preload: rep_pcname]? (on abortion)?,"1 By law, abortion should never be permitted.|2 The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.|3 The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.|4 By law, a woman should always be able to obtain an abortion as a matter of personal choice.",{DO NOT PROBE DK} Option 5 'Other {SPECIFY} {VOL}' is not read; omitted online.,FTF interviewer (CAPI); web,,1 or 2 (restrict abortion),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,4,0,0,0,0,"old: n_options = 5 in the FTF row (counted the volunteered 'Other'), 4 in the web row",
ANES 2012,ABORTPO_ABDPTYSTD,placement,,Where would you place the Democratic Party? (on abortion)?,"1 By law, abortion should never be permitted.|2 The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.|3 The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.|4 By law, a woman should always be able to obtain an abortion as a matter of personal choice.",{DO NOT PROBE DK} Option 5 'Other {SPECIFY} {VOL}' is not read; omitted online.,FTF interviewer (CAPI); web,,3 or 4 (permit abortion),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,4,0,0,0,0,"old: n_options = 5 in the FTF row (counted the volunteered 'Other'), 4 in the web row",
ANES 2012,ABORTPO_ABRPTYSTD,placement,,Where would you place the Republican Party? (on abortion)?,"1 By law, abortion should never be permitted.|2 The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.|3 The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.|4 By law, a woman should always be able to obtain an abortion as a matter of personal choice.",{DO NOT PROBE DK} Option 5 'Other {SPECIFY} {VOL}' is not read; omitted online.,FTF interviewer (CAPI); web,,1 or 2 (restrict abortion),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,4,0,0,0,0,"old: n_options = 5 in the FTF row (counted the volunteered 'Other'), 4 in the web row",
ANES 2012,PTYCONS_PTYCONS,civics,,Would you say that one of the parties is more conservative than the other at the national level?,"Yes, one party more conservative|No, one party not more conservative",,FTF interviewer (CAPI); web,,Yes,Party platforms and congressional roll-call records,0,0,0,1,0,2,0,0,0,0,,
ANES 2012,PTYCONS_PTYCONSWH,civics,,Which party is more conservative?,Democrats|Republicans,,FTF interviewer (CAPI); web,R said one party is more conservative,Republicans,Party platforms and congressional roll-call records,0,0,0,0,0,2,0,0,0,0,,
ANES 2012,NONMAIN_PRESBORN,misinformation,,"Was Barack Obama definitely born in the United States, probably born in the United States, probably born in another country, or definitely born in another country?",Definitely born in the U.S.|Probably born in the U.S.|Probably born in another country|Definitely born in another country,,FTF interviewer (CAPI); web,,Born in the U.S. (1 or 2),"Hawaii birth certificate (short form 2008, long form 2011)",0,0,0,0,0,4,0,0,0,0,old: n_options = 2 (the item reads four options),
ANES 2012,NONMAIN_ENDLIFE,misinformation,,"Does the health care law passed in 2010 definitely authorize government panels to make end-of-life decisions for people on Medicare, probably authorize government panels to make end-of-life decisions for people on Medicare, probably not authorize government panels to make end-of-life decisions for people on Medicare, or definitely not authorize government panels to make end-of-life decisions for people on Medicare?",Definitely authorizes|Probably authorizes|Probably does not authorize|Definitely does not authorize,,FTF interviewer (CAPI); web,,Does not authorize (3 or 4),Text of the Affordable Care Act,0,0,0,0,0,4,0,0,0,0,,
ANES 2012,NONMAIN_GOVT911,misinformation,,"Did senior federal government officials definitely know about the terrorist attacks on September 11, 2001 before they happened, probably knew about the terrorist attacks on September 11, 2001 before they happened, probably did not know about the terrorist attacks on September 11, 2001 before they happened, or definitely did not know about the terrorist attacks on September 11, 2001 before they happened?",Definitely knew|Probably knew|Probably did not know|Definitely did not know,,FTF interviewer (CAPI); web,,Did not know (3 or 4),9/11 Commission Report (2004),0,0,0,0,0,4,0,0,0,0,,"Officials had general warnings (e.g., the August 2001 PDB) but not knowledge of the attacks."
ANES 2012,NONMAIN_HURRIC,misinformation,,"Some people say that when Hurricane Katrina hit the Gulf Coast in the summer of 2005, the federal government intentionally breached flood levees in New Orleans so that poor neighborhoods would be flooded and middle-class neighborhoods would be spared. Do you think the federal government definitely did this, probably did this, probably did not do this, or definitely did not do this?",Definitely did this|Probably did this|Probably did not do this|Definitely did not do this,,FTF interviewer (CAPI); web,,Did not do this (3 or 4),Army Corps of Engineers IPET and independent levee investigations,0,0,1,0,0,4,0,0,0,0,,
ANES 2012,CSES_DPTYLEFT,placement,,In politics people sometimes talk of left and right. Where would you place the Democratic party on a scale from 0 to 10 where 0 means the left and 10 means the right?,0 Left|1|2|3|4|5|6|7|8|9|10 Right,{INTERVIEWER: DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,0-4 (left of centre),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,11,0,0,0,0,"old: n_options coded 2 (scored), presented 11","Code 99 'Haven't heard of' is a recording category, not read and not shown online."
ANES 2012,CSES_RPTYLEFT,placement,,"Using the same scale, where would you place the Republican party?",0 Left|1|2|3|4|5|6|7|8|9|10 Right,{INTERVIEWER: DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,6-10 (right of centre),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,11,0,0,0,0,"old: n_options coded 2 (scored), presented 11","Code 99 'Haven't heard of' is a recording category, not read and not shown online."
ANES 2012,CSES_POLIINFONE,civics,,"Which of these persons was the Secretary of the Treasury before the recent election? [Hillary Clinton, Eric Holder, Leon Panetta, or Timothy Geithner]?",Hillary Clinton|Eric Holder|Leon Panetta|Timothy Geithner,,FTF interviewer (CAPI); web,,Timothy Geithner,Office held at fielding,0,0,0,0,0,4,0,0,0,0,,
ANES 2012,CSES_POLINFTWO,economic fact,,"What was the current unemployment rate in the United States as of [preload: dateunemprt] -- [preload: unemprt - 2.0], [preload: unemprt], [preload: unemprt + 2.0], or [preload: unemprt + 4.0]?",[unemprt - 2.0]|[unemprt]|[unemprt + 2.0]|[unemprt + 4.0],,FTF interviewer (CAPI); web,,[unemprt] (the latest BLS rate),BLS release preloaded at interview,0,0,0,0,0,4,0,0,0,0,,
ANES 2012,CSES_POLIINFTHREE,civics,,"Which party came in second in seats in the United States House of Representatives? [The Democratic party, the Republican party, the Green party, or the Libertarian party]?",Democratic party|Republican party|Green party|Libertarian party,,FTF interviewer (CAPI); web,,Democratic party,2012 House election results,0,0,0,0,0,4,0,0,0,0,,
ANES 2012,CSES_POLIINFFOUR,civics,,"Who is the current Secretary-General of the United Nations - [Kofi Annan, Kurt Waldheim, Ban Ki-moon, or Boutros Boutros-Ghali]?",Kofi Annan|Kurt Waldheim|Ban Ki-moon|Boutros Boutros-Ghali,,FTF interviewer (CAPI); web,,Ban Ki-moon,Office held at fielding,0,0,0,0,0,4,0,0,0,0,,
ANES 2016,LIBCPRE_LCDPC,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,Where would you place [preload: dem_pcname] on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,1-3 (liberal side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,LIBCPRE_LCRPC,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,Where would you place [preload: rep_pcname] on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,5-7 (conservative side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,LIBCPRE_LCPTYD,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,Where would you place the Democratic Party on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,1-3 (liberal side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,LIBCPRE_LCPTYR,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,Where would you place the Republican Party on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,5-7 (conservative side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,INEQ_INCGAP,economic fact,,"Do you think the difference in incomes between rich people and poor people in the United States today is larger, smaller, or about the same as it was 20 years ago?",Larger|Smaller|About the same,,FTF interviewer (CAPI); web,,Larger,Census Bureau household-income Gini index rose from the mid-1990s to 2015,0,0,1,0,0,3,0,0,0,0,,
ANES 2016,ECON_UNPAST,economic fact,,"Would you say that over the past year, the level of unemployment in the country has gotten better, stayed about the same, or gotten worse?",Better|About the same|Worse,,FTF interviewer (CAPI); web,,Better (narrowly),BLS unemployment rate 5.1/5.0% (Sep/Oct 2015) versus 5.0/4.9% (Sep/Oct 2016),0,0,0,1,0,3,0,0,0,0,,"A 0.1-point fall: 'About the same' is also defensible, so the correct answer is contestable."
ANES 2016,SPSRVPR_SSDPC,placement,"Some people think the government should provide fewer services even in areas such as health and education in order to reduce spending. Suppose these people are at one end of a scale, at point 1. Other people feel it is important for the government to provide many more services even if it means an increase in spending. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5 or 6.",Where would you place [preload: dem_pcname] on this issue?,1 Govt should provide many fewer services|2|3|4|5|6|7 Govt should provide many more services,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,5-7 (more services),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,SPSRVPR_SSRPC,placement,"Some people think the government should provide fewer services even in areas such as health and education in order to reduce spending. Suppose these people are at one end of a scale, at point 1. Other people feel it is important for the government to provide many more services even if it means an increase in spending. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5 or 6.",Where would you place [preload: rep_pcname] on this issue?,1 Govt should provide many fewer services|2|3|4|5|6|7 Govt should provide many more services,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1-3 (fewer services),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,DEFSPPR_DEFSPDPC,placement,"Some people believe that we should spend much less money for defense. Suppose these people are at one end of a scale, at point 1. Others feel that defense spending should be greatly increased. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5 or 6.",Where would you place [preload: dem_pcname] on this issue?,1 Govt should decrease defense spending|2|3|4|5|6|7 Govt should increase defense spending,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1-3 (decrease),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,DEFSPPR_DSPRERPC,placement,"Some people believe that we should spend much less money for defense. Suppose these people are at one end of a scale, at point 1. Others feel that defense spending should be greatly increased. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5 or 6.",Where would you place [preload: rep_pcname] on this issue?,1 Govt should decrease defense spending|2|3|4|5|6|7 Govt should increase defense spending,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,5-7 (increase),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,INSPRE_INSDPC,placement,"There is much concern about the rapid rise in medical and hospital costs. Some people feel there should be a government insurance plan which would cover all medical and hospital expenses for everyone. Suppose these people are at one end of a scale, at point 1. Others feel that all medical expenses should be paid by individuals through private insurance plans like Blue Cross or other company paid plans. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5, or 6.",Where would you place [preload: dem_pcname] on this issue?,1 Govt insurance plan|2|3|4|5|6|7 Private insurance plan,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1-3 (government plan),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,INSPRE_INSRPC,placement,"There is much concern about the rapid rise in medical and hospital costs. Some people feel there should be a government insurance plan which would cover all medical and hospital expenses for everyone. Suppose these people are at one end of a scale, at point 1. Others feel that all medical expenses should be paid by individuals through private insurance plans like Blue Cross or other company paid plans. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5, or 6.",Where would you place [preload: rep_pcname] on this issue?,1 Govt insurance plan|2|3|4|5|6|7 Private insurance plan,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,5-7 (private plans),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,GUARPR_GUARDPC,placement,"Some people feel the government in Washington should see to it that every person has a job and a good standard of living. Suppose these people are at one end of a scale, at point 1. Others think the government should just let each person get ahead on their own. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5, or 6.",Where would you place [preload: dem_pcname] on this issue?,1 Govt should see to jobs and standard of living|2|3|4|5|6|7 Govt should let each person get ahead on own,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1-3 (government guarantee),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,GUARPR_GUARRPC,placement,"Some people feel the government in Washington should see to it that every person has a job and a good standard of living. Suppose these people are at one end of a scale, at point 1. Others think the government should just let each person get ahead on their own. Suppose these people are at the other end, at point 7. And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5, or 6.",Where would you place [preload: rep_pcname] on this issue?,1 Govt should see to jobs and standard of living|2|3|4|5|6|7 Govt should let each person get ahead on own,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,5-7 (get ahead on own),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,AIDBPR_AIDBDPC,placement,"Some people feel that the government in Washington should make every effort to improve the social and economic position of blacks. (Suppose these people are at one end of a scale, at point 1.) Others feel that the government should not make any special effort to help blacks because they should help themselves. (Suppose these people are at the other end, at point 7.) And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5, or 6.",Where would you place [preload: dem_pcname] on this issue?,1 Govt should help blacks|2|3|4|5|6|7 Blacks should help themselves,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1-3 (government help),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,AIDBPR_AIDBRPC,placement,"Some people feel that the government in Washington should make every effort to improve the social and economic position of blacks. (Suppose these people are at one end of a scale, at point 1.) Others feel that the government should not make any special effort to help blacks because they should help themselves. (Suppose these people are at the other end, at point 7.) And, of course, some other people have opinions somewhere in between, at points 2, 3, 4, 5, or 6.",Where would you place [preload: rep_pcname] on this issue?,1 Govt should help blacks|2|3|4|5|6|7 Blacks should help themselves,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,5-7 (help themselves),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,ENVJOB_ENVJOBDPC,placement,"Some people think the federal government needs to regulate business to protect the environment. They think that efforts to protect the environment will also create jobs. Let us say this is point 1 on a 1-7 scale. Others think that the federal government should not regulate business to protect the environment. They think this regulation will not do much to help the environment and will cost us jobs. Let us say this is point 7 on a 1-7 scale. And of course, some other people have opinions somewhere in between, at points 2,3,4,5, or 6.",Where would you place [preload: dem_pcname] on this scale?,1 Regulate business to protect the environment and create jobs|2|3|4|5|6|7 No regulation because it will not work and will cost jobs,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1-3 (regulate),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,ENVJOB_ENVJOBRPC,placement,"Some people think the federal government needs to regulate business to protect the environment. They think that efforts to protect the environment will also create jobs. Let us say this is point 1 on a 1-7 scale. Others think that the federal government should not regulate business to protect the environment. They think this regulation will not do much to help the environment and will cost us jobs. Let us say this is point 7 on a 1-7 scale. And of course, some other people have opinions somewhere in between, at points 2,3,4,5, or 6.",Where would you place [preload: rep_pcname] on this scale?,1 Regulate business to protect the environment and create jobs|2|3|4|5|6|7 No regulation because it will not work and will cost jobs,{DO NOT PROBE DK},FTF interviewer (CAPI); web,,5-7 (no regulation),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,ENVIR_GWARM,scientific consensus,,"You may have heard about the idea that the world's temperature may have been going up slowly over the past 100 years. What is your personal opinion on this? Do you think this has probably been happening, or do you think it probably hasn't been happening?",Has probably been happening|Probably hasn't been happening,,FTF interviewer (CAPI); web,,Has probably been happening,IPCC AR5 (2013); NASA and NOAA temperature records,0,0,1,0,1,2,0,0,0,0,old: dyt = 0 (only 'What is your personal opinion' was recorded as the disguise text),
ANES 2016,ENVIR_GWHOW,scientific consensus,,"[Do / Assuming it's happening, do] you think a rise in the world's temperatures would be caused mostly by human activity, mostly by natural causes, or about equally by human activity and by natural causes?",Mostly by human activity|Mostly by natural causes|About equally by human activity and natural causes,,FTF interviewer (CAPI); web,,Mostly by human activity,IPCC AR5 (2013): human influence extremely likely the dominant cause of warming since the 1950s,0,0,1,0,0,3,0,0,0,0,,
ANES 2016,PREKNOW_SENTERM,civics,,"For how many years is a United States Senator elected - that is, how many years are there in one full term of office for a U.S. Senator? TYPE THE NUMBER.",(open: numeric entry),,FTF self-administered (CASI); web,,6,"U.S. Constitution, Art. I, Sec. 3",0,0,0,0,0,open,0,0,0,0,,
ANES 2016,PREKNOW_LEASTSP,economic fact,,On which of the following does the U.S. federal government currently spend the least?,Foreign aid|Medicare|National defense|Social Security,,FTF self-administered (CASI); web,,Foreign aid,OMB outlays by function,0,0,0,0,0,4,0,0,0,0,,
ANES 2016,PREKNOW_HSEMEM,civics,,Do you happen to know which party currently has the most members in the U.S. House of Representatives in Washington?,Democrats|Republicans,,FTF self-administered (CASI); web,,Republicans,114th Congress,0,0,0,0,0,2,0,0,1,0,,
ANES 2016,PREKNOW_SENMEM,civics,,Do you happen to know which party currently has the most members in the U.S. Senate?,Democrats|Republicans,,FTF self-administered (CASI); web,,Republicans,114th Congress,0,0,0,0,0,2,0,0,1,0,,
ANES 2016,OFCREC_KNVP,office recognition,"Now we have a set of questions concerning various public figures. We want to see how much information about them gets out to the public from television, newspapers and the like.",The first name is: Joe Biden. What job or political office does he now hold?,(open: text entry),"{TYPE R'S EXACT RESPONSE, WORD-FOR-WORD} {PROBE 'DON'T KNOW' RESPONSE WITH: 'WELL, WHAT'S YOUR BEST GUESS?'} [FTF only; the web instrument has no probe]",FTF interviewer (CAPI); web,,Vice President of the United States,Office held at fielding,0,1,0,0,0,open,0,0,0,0,old: dk_probe = 1 in the web row too; the probe is an FTF interviewer instruction,
ANES 2016,OFCREC_KNSPK,office recognition,"Now we have a set of questions concerning various public figures. We want to see how much information about them gets out to the public from television, newspapers and the like.",Paul Ryan. What job or political office does he now hold?,(open: text entry),"{TYPE R'S EXACT RESPONSE, WORD-FOR-WORD} {PROBE 'DON'T KNOW' RESPONSE WITH: 'WELL, WHAT'S YOUR BEST GUESS?'} [FTF only; the web instrument has no probe]",FTF interviewer (CAPI); web,,Speaker of the U.S. House of Representatives,Office held at fielding,0,1,0,0,0,open,0,0,0,0,old: entered twice for each mode (4 rows instead of 2); dk_probe = 1 in the web rows too,
ANES 2016,OFCREC_KNGMCH,office recognition,"Now we have a set of questions concerning various public figures. We want to see how much information about them gets out to the public from television, newspapers and the like.",Angela Merkel. What job or political office does she now hold?,(open: text entry),"{TYPE R'S EXACT RESPONSE, WORD-FOR-WORD} {PROBE 'DON'T KNOW' RESPONSE WITH: 'WELL, WHAT'S YOUR BEST GUESS?'} [FTF only; the web instrument has no probe]",FTF interviewer (CAPI); web,,Chancellor of Germany,Office held at fielding,0,1,0,0,0,open,0,0,0,0,old: entered twice for each mode (4 rows instead of 2); dk_probe = 1 in the web rows too,
