rid,st.date,cmp.date,lang,useless,useless,useless,arep.id,useless,year,gender,ethnic,ethnic2,born.in.us,us.citizen,years.in.us,born.ctry,born.city,born.us.city,born.us.state,zip,party,libcon,occ,occ2,manager,psych.course,soc.study,major,educ,arep.prev
89707,2010.02.23,,en,,,,FY982242,,1975,Male,Asian or Pacific Islander,,No,No,20,,,,,,,,,,,,,,,
89708,2010.02.23,,en,,,,FY901770,,1979,Female,White Caucasian,,Yes,,,,,,Colorado,,,,,,,,,,,
89709,2010.02.23,2010.02.23,en,,,,FY974520,,1967,Female,White Caucasian,,No,No,5,,,,,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89710,2010.02.23,2010.02.23,en,,,,FY907048,,1964,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89711,2010.02.23,2010.02.23,en,,,,FY906296,,1975,Female,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Very liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89713,2010.02.23,2010.02.23,en,,,,FY936136,,1940,Female,White Caucasian,,Yes,,,,,,Kansas,,Democrat,Somewhat liberal,,"",No,Yes,Yes,,Masters degree (MA or MS),No
89715,2010.02.23,2010.02.23,en,,,,FY974614,,1953,Male,White Caucasian,,No,No,12,,,,,"",Other,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89717,2010.02.23,2010.02.23,en,,,,FY975057,,1966,Female,White Caucasian,,Yes,,,,,,Massachusetts,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89719,2010.02.23,2010.02.23,en,,,,FY911860,,1956,Male,White Caucasian,,Yes,,,,,,Pennsylvania,,Republican,Very conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89724,2010.02.23,2010.02.23,en,,,,FY966081,,1977,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,"",Yes,No,No,,Masters degree (MA or MS),No
89727,2010.02.23,2010.02.23,en,,,,FY974383,,1949,Female,White Caucasian,,Yes,,,,,,Michigan,,Democrat,Somewhat liberal,,"",Yes,Yes,Yes,,PhD MD MBA Law degree,No
89730,2010.02.23,2010.02.23,en,,,,FY924456,,1979,Male,Asian or Pacific Islander,,No,No,10,,,,,,Other,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89731,2010.02.23,2010.02.23,en,,,,FY920149,,1934,Female,White Caucasian,,Yes,,,,,,California,,Independent,Slightly conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89732,2010.02.23,2010.02.23,en,,,,FY980271,,1933,Male,White Caucasian,,Yes,,,,,,Minnesota,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89733,2010.02.23,2010.02.23,en,,,,FY936461,,1942,Male,White Caucasian,,Yes,,,,,,Wisconsin,,Independent,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89734,2010.02.23,2010.02.23,en,,,,FY996602,,1943,Male,White Caucasian,,No,Yes,45,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89736,2010.02.23,2010.02.23,en,,,,FY980271,,1933,Male,White Caucasian,,Yes,,,,,,Minnesota,,,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89737,2010.02.23,2010.02.23,en,,,,FY964071,,1953,Female,White Caucasian,,No,Yes,56,,,,,,Independent,Slightly conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89738,2010.02.23,2010.02.23,en,,,,FY937702,,1966,Female,Latino or Hispanic,,Yes,,,,,,Indiana,"",Democrat,Slightly liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89740,2010.02.23,2010.02.23,en,,,,FY947599,,1952,Female,Latino or Hispanic,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89742,2010.02.23,2010.02.23,en,,,,FY960778,,1974,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89743,2010.02.23,2010.02.23,en,,,,FY980349,,1976,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),Yes
89745,2010.02.23,2010.02.23,en,,,,FY919126,,1961,Female,White Caucasian,,Yes,,,,,,Colorado,,Democrat,Somewhat liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89746,2010.02.23,2010.02.23,en,,,,FY902340,,1984,Female,Latino or Hispanic,,Yes,,,,,,New Mexico,,Other,Very liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89748,2010.02.23,2010.02.23,en,,,,FY942949,,1970,Male,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89749,2010.02.23,2010.02.23,en,,,,FY993818,,1933,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89750,2010.02.23,2010.02.23,en,,,,FY921384,,1969,Female,Latino or Hispanic,"",No,No,2,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89751,2010.02.23,2010.02.23,en,,,,FY930761,,1963,Female,White Caucasian,,Yes,,,,,,Arizona,,Independent,Neither liberal nor conservative,,,No,Yes,Yes,,Masters degree (MA or MS),No
89752,2010.02.23,2010.02.23,en,,,,FY962461,,1973,Female,White Caucasian,,Yes,,,,,,Connecticut,,Independent,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89754,2010.02.23,2010.02.23,en,,,,FY920609,,1956,Male,Latino or Hispanic,,No,No,6,,,,,"",Other,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89755,2010.02.23,2010.02.23,en,,,,FY935918,,1939,Male,White Caucasian,,Yes,,,,,,Oklahoma,,Republican,Somewhat conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89756,2010.02.23,2010.02.23,en,,,,FY904216,,1942,Male,White Caucasian,,Yes,,,,,,Oregon,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89757,2010.02.23,2010.02.23,en,,,,FY959558,,1951,Female,White Caucasian,,Yes,,,,,,Oregon,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89758,2010.02.23,2010.02.23,en,,,,FY942829,,1982,Male,White Caucasian,,Yes,,,,,,Virginia,,Independent,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),Yes
89759,2010.02.23,2010.02.23,en,,,,FY904896,,1978,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89760,2010.02.23,2010.02.23,en,,,,FY929732,,1949,Male,White Caucasian,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,"",Yes,Yes,Yes,,Four year college degree (BA or BS),No
89761,2010.02.23,2010.02.23,en,,,,FY962351,,1958,Female,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89762,2010.02.23,2010.02.23,en,,,,FY901541,,1955,Female,Latino or Hispanic,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89763,2010.02.23,2010.02.23,en,,,,FY999105,,1957,Male,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Very liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),Yes
89764,2010.02.23,2010.02.23,en,,,,FY996630,,1933,Male,White Caucasian,,Yes,,,,,,California,"",Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89767,2010.02.23,2010.02.23,en,,,,FY969311,,1986,Male,White Caucasian,,No,No,1,,,,,,Democrat,Somewhat liberal,,,No,No,No,,Masters degree (MA or MS),No
89768,2010.02.23,2010.02.23,en,,,,FY975582,,1967,Female,White Caucasian,,No,No,7,,,,,"",Democrat,Very liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89769,2010.02.23,2010.02.23,en,,,,FY956695,,1982,Male,Black or African American,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89770,2010.02.23,2010.02.23,en,,,,FY942480,,1953,Male,White Caucasian,,No,Yes,23,,,,,,Democrat,Slightly liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89771,2010.02.23,2010.02.23,en,,,,FY967945,,1961,Male,#NAME?,,No,No,1,,,,,,Other,Slightly conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89772,2010.02.23,2010.02.23,en,,,,FY972762,,1971,Female,White Caucasian,,No,No,4,,,,,,Republican,Slightly conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89773,2010.02.23,2010.02.23,en,,,,FY979316,,1976,Female,Black or African American,,Yes,,,,,,California,,Democrat,Neither liberal nor conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89774,2010.02.23,2010.02.23,en,,,,FY970997,,1969,Female,White Caucasian,,No,No,5,,,,,,Democrat,Slightly conservative,,,No,Yes,Yes,,Masters degree (MA or MS),Yes
89776,2010.02.23,2010.02.23,en,,,,FY994203,,1960,Male,Asian or Pacific Islander,,No,Yes,38,,,,,,Independent,Slightly liberal,,,Yes,No,Yes,,Masters degree (MA or MS),No
89777,2010.02.23,2010.02.23,en,,,,FY912053,,1946,Male,White Caucasian,,No,No,3,,,,,,Independent,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89778,2010.02.23,2010.02.23,en,,,,FY912994,,1962,Female,White Caucasian,,No,Yes,35,,,,,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89781,2010.02.24,2010.02.24,en,,,,FY932804,,1957,Male,White Caucasian,,No,No,6,,,,,,Other,Somewhat conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89783,2010.02.24,2010.02.24,en,,,,FY983870,,1947,Male,White Caucasian,,No,No,6,,,,,"",Other,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89784,2010.02.24,,en,,,,FY983870,,,,,,,,,,,,,,,,,,,,,,,
89785,2010.02.24,2010.02.24,en,,,,FY936928,,1960,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89786,2010.02.24,2010.02.24,en,,,,FY913746,,1970,Male,White Caucasian,,No,No,4,,,,,,Other,Slightly liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89788,2010.02.24,2010.02.24,en,,,,FY922997,,1937,Female,White Caucasian,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,,Yes,Yes,No,,Masters degree (MA or MS),Yes
89789,2010.02.24,2010.02.24,en,,,,FY963930,,1968,Male,Asian or Pacific Islander,,No,No,7,,,,,,Other,Slightly liberal,,,No,Yes,No,,Masters degree (MA or MS),No
89791,2010.02.24,2010.02.24,en,,,,FY973899,,1953,Female,Asian or Pacific Islander,,Yes,,,,,,Hawaii,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89793,2010.02.24,2010.02.24,en,,,,FY973899,,1953,Female,Asian or Pacific Islander,,Yes,,,,,,Hawaii,"",Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89795,2010.02.24,2010.02.24,en,,,,FY944982,,1944,Male,White Caucasian,,No,No,6,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89797,2010.02.24,2010.02.24,en,,,,FY938920,,1980,Female,#NAME?,,No,No,4,,,,,,Other,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89798,2010.02.24,2010.02.24,en,,,,FY972672,,1968,Female,Asian or Pacific Islander,,Yes,,,,,,Massachusetts,,Democrat,Slightly liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89800,2010.02.24,,en,,,,FY939558,,1933,Male,White Caucasian,,No,No,,,,,,,,,,,,,,,,
89801,2010.02.24,2010.02.24,en,,,,FY994872,,1970,Male,White Caucasian,,No,No,4,,,,,,Democrat,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89803,2010.02.24,2010.02.24,en,,,,FY910012,,1970,Male,Latino or Hispanic,,No,No,3,,,,,,Democrat,Slightly conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89804,2010.02.24,2010.02.24,en,,,,FY984989,,1957,Male,White Caucasian,,Yes,,,,,,California,,Independent,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89806,2010.02.24,2010.02.24,en,,,,FY984610,,1985,Female,White Caucasian,,No,Yes,24,,,,,"",Independent,Somewhat liberal,,,No,No,Yes,,Four year college degree (BA or BS),No
89807,2010.02.24,2010.02.24,en,,,,FY993518,,1959,Male,Latino or Hispanic,,No,No,1,,,,,,Republican,Slightly conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89809,2010.02.24,2010.02.24,en,,,,FY921774,,1945,Male,White Caucasian,,Yes,,,,,,Minnesota,,Republican,Very conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89810,2010.02.24,2010.02.24,en,,,,FY938904,,1966,Female,White Caucasian,,Yes,,,,,,Michigan,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89811,2010.02.24,2010.02.24,en,,,,FY979910,,,Female,Latino or Hispanic,,No,Yes,,,,,,,Democrat,Neither liberal nor conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89812,2010.02.24,2010.02.24,en,,,,FY908452,,1939,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Neither liberal nor conservative,,,Yes,No,No,,Four year college degree (BA or BS),No
89818,2010.02.24,2010.02.24,en,,,,FY995649,,1944,Male,White Caucasian,,Yes,,,,,,California,,Republican,Neither liberal nor conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
89820,2010.02.24,2010.02.24,en,,,,FY919508,,1964,Female,White Caucasian,,Yes,,,,,,Oregon,,Democrat,Somewhat liberal,,,No,Yes,No,,Masters degree (MA or MS),No
89821,2010.02.24,2010.02.24,en,,,,FY939558,,1933,Male,White Caucasian,,No,No,1,,,,,,Other,Neither liberal nor conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89822,2010.02.24,2010.02.24,en,,,,FY946581,,1968,Female,Black or African American,,No,Yes,29,,,,,,Democrat,Somewhat liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89824,2010.02.24,2010.02.24,en,,,,FY936415,,1941,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89826,2010.02.24,2010.02.24,en,,,,FY919778,,1983,Female,White Caucasian,,Yes,,,,,,Minnesota,,Republican,Very conservative,,,Yes,No,No,,Four year college degree (BA or BS),No
89827,2010.02.24,2010.02.24,en,,,,FY906014,,1955,Female,White Caucasian,,Yes,,,,,,California,,Other,Slightly conservative,,,No,Yes,No,,Masters degree (MA or MS),No
89828,2010.02.24,2010.02.24,en,,,,FY980313,,1935,Male,White Caucasian,,No,No,17,,,,,"",Republican,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89829,2010.02.24,2010.02.24,en,,,,FY965947,,1943,Male,Latino or Hispanic,,No,No,3,,,,,"",Independent,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89830,2010.02.24,,en,,,,FY996369,,1978,Female,#NAME?,,Yes,,,,,,Alaska,,,,,,,,,,,
89831,2010.02.24,2010.02.24,en,,,,FY996369,,1978,Female,#NAME?,,Yes,,,,,,Alaska,,Democrat,Slightly liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89832,2010.02.24,2010.02.24,en,,,,FY978718,,1946,Female,White Caucasian,,Yes,,,,,,Delaware,,Democrat,Very liberal,"",,No,Yes,Yes,,PhD MD MBA Law degree,No
89833,2010.02.24,2010.02.24,en,,,,FY998569,,1954,Female,Latino or Hispanic,,No,Yes,29,,,,,,Independent,Slightly conservative,"","",Yes,No,No,,PhD MD MBA Law degree,No
89837,2010.02.24,2010.02.24,en,,,,FY904644,,1962,Male,White Caucasian,,No,No,20,,,,,,Other,Slightly liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89844,2010.02.24,2010.02.24,en,,,,FY948098,,1954,Female,White Caucasian,,Yes,,,,,,Washington,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89849,2010.02.24,,en,,,,FY987518,,1945,Male,White Caucasian,,Yes,,,,,,,,,,,,,,,,,
89850,2010.02.24,2010.02.24,en,,,,FY987518,,1945,Male,White Caucasian,,Yes,,,,,,California,,Republican,Somewhat conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89859,2010.02.24,2010.02.24,en,,,,FY982294,,1977,Female,White Caucasian,,No,No,0,,,,,,Independent,Neither liberal nor conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89861,2010.02.24,2010.02.24,en,,,,FY925966,,1959,Female,White Caucasian,,No,No,7,,,,,,Other,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89863,2010.02.24,2010.02.24,en,,,,FY975992,,1953,Male,White Caucasian,,No,No,1,,,,,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89864,2010.02.24,,en,,,,FY961166,,,,,,,,,,,,,,,,,,,,,,,
89872,2010.02.24,2010.02.24,en,,,,FY908627,,1955,Male,White Caucasian,,No,No,2,,,,,"",Democrat,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89875,2010.02.24,2010.02.24,en,,,,FY962733,,1970,Female,White Caucasian,,No,No,4,,,,,,Other,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89877,2010.02.24,2010.02.24,en,,,,FY917187,,1970,Female,White Caucasian,,Yes,,,,,,Washington,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89879,2010.02.24,2010.02.24,en,,,,FY908875,,1936,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89881,2010.02.24,2010.02.24,en,,,,FY902515,,1948,Female,White Caucasian,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),Yes
89890,2010.02.24,2010.02.24,en,,,,FY935155,,1986,Male,White Caucasian,,Yes,,,,,,Minnesota,,Independent,Slightly conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89892,2010.02.24,2010.02.24,en,,,,FY956121,,1950,Male,Black or African American,,Yes,,,,,,Illinois,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89893,2010.02.24,2010.02.24,en,,,,FY949580,,1930,Female,White Caucasian,,Yes,,,,,,Colorado,,Republican,Slightly conservative,,,Yes,No,No,,Four year college degree (BA or BS),No
89895,2010.02.24,2010.02.24,en,,,,FY984593,,1968,Female,Latino or Hispanic,,No,No,4,"",,,,"",Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89900,2010.02.24,2010.02.24,en,,,,FY929732,,1949,Male,White Caucasian,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,"",Yes,Yes,Yes,,Four year college degree (BA or BS),No
89903,2010.02.24,,en,,,,FY995007,,1946,Male,White Caucasian,,No,Yes,63,,,,,,Democrat,Somewhat liberal,,,Yes,,,,,
89904,2010.02.24,2010.02.24,en,,,,FY995007,,1946,Male,White Caucasian,,No,Yes,63,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89905,2010.02.24,2010.02.24,en,,,,FY927211,,1967,Male,Unknown,,No,No,3,,,,,,Independent,Neither liberal nor conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89908,2010.02.25,2010.02.25,en,,,,FY970130,,1968,Female,Latino or Hispanic,,No,Yes,13,,,,,"",Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89918,2010.02.25,2010.02.25,en,,,,FY957617,,1966,Male,Black or African American,,Yes,,,,,,Illinois,"",Democrat,Very liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89919,2010.02.25,2010.02.25,en,,,,FY908229,,1975,Female,White Caucasian,,Yes,,,,,,Virginia,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89931,2010.02.25,2010.02.25,en,,,,FY914314,,1959,Female,White Caucasian,,Yes,,,,,,California,,Republican,Slightly conservative,,,No,Yes,Yes,,Masters degree (MA or MS),Yes
89933,2010.02.25,2010.02.25,en,,,,FY923469,,1930,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Slightly conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89937,2010.02.25,2010.02.25,en,,,,FY949911,,1976,Male,White Caucasian,,No,No,1,,,,,"",Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89946,2010.02.25,2010.02.25,en,,,,FY904420,,1931,Female,White Caucasian,,No,Yes,73,,,,,,Democrat,Somewhat liberal,,,No,Yes,No,,Masters degree (MA or MS),No
89950,2010.02.25,2010.02.25,en,,,,FY989745,,1947,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89954,2010.02.25,2010.02.25,en,,,,FY973899,,1953,Female,Asian or Pacific Islander,,Yes,,,,,,Hawaii,"",Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89970,2010.02.25,2010.02.25,en,,,,FY929892,,1956,Female,White Caucasian,,Yes,,,,,,Rhode Island,,Other,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89978,2010.02.26,2010.02.26,en,,,,FY998013,,1950,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89980,2010.02.26,2010.02.26,en,,,,FY940975,,1963,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,No,"",Four year college degree (BA or BS),Yes
89985,2010.02.26,2010.02.26,en,,,,FY927197,,1980,Female,White Caucasian,,Yes,,,,,,Maryland,,Democrat,Somewhat liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89998,2010.02.26,2010.02.26,en,,,,FY978396,,1946,Female,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
90004,2010.02.26,2010.02.26,en,,,,FY970206,,1939,Male,White Caucasian,,Yes,,,,,,Oregon,,Independent,Slightly liberal,,,Yes,No,No,,Masters degree (MA or MS),No
90013,2010.02.26,2010.02.26,en,,,,FY957539,,1978,Female,White Caucasian,,No,No,5,,,,,"",Independent,Very liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
90107,2010.03.01,2010.03.01,en,,,,FY920210,,1958,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,"",Yes,Yes,No,,Four year college degree (BA or BS),No
90110,2010.03.01,2010.03.01,en,,,,FY969214,,1960,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
90117,2010.03.01,2010.03.01,en,,,,FY959676,,1951,Male,White Caucasian,,Yes,,,,,,California,"",Independent,Slightly conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
90118,2010.03.01,2010.03.01,en,,,,FY931086,,1965,Female,Asian or Pacific Islander,,Yes,,,,,,Hawaii,,Republican,Slightly conservative,,,No,Yes,No,,Four year college degree (BA or BS),No
90151,2010.03.01,2010.03.01,en,,,,FY946844,,1955,Male,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
90156,2010.03.01,2010.03.01,en,,,,FY934989,,1984,Female,Asian or Pacific Islander,,Yes,,,,,,Minnesota,,Democrat,Somewhat liberal,,,Yes,No,Yes,,Masters degree (MA or MS),No
90163,2010.03.01,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,
90166,2010.03.01,2010.03.01,en,,,,FY931820,,1957,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
90185,2010.03.02,2010.03.02,en,,,,FY923748,,1977,Female,Black or African American,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
90186,2010.03.02,,en,,,,FY930761,,,,,,,,,,,,,,,,,,,,,,,
90190,2010.03.02,2010.03.02,en,,,,FY918994,,1937,Female,White Caucasian,,Yes,,,,,,Illinois,,Republican,Neither liberal nor conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
90191,2010.03.02,2010.03.02,en,,,,FY958915,,1961,Female,#NAME?,,Yes,,,,,,California,,Other,Slightly liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
90197,2010.03.02,2010.03.02,en,,,,FY974105,,1941,Female,White Caucasian,,No,No,,,,,,,Democrat,Very liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
90204,2010.03.02,2010.03.02,en,,,,FY991551,,1948,Male,White Caucasian,,Yes,,,,,,Colorado,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
90239,2010.03.03,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,
90269,2010.03.04,2010.03.04,en,,,,FY979650,,1931,Female,Unknown,,Yes,,,,,,New York,"",Other,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
90311,2010.03.04,2010.03.04,en,,,,FY955814,,1956,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,"",Yes,No,No,,PhD MD MBA Law degree,No
90317,2010.03.04,2010.03.04,en,,,,FY920690,,1972,Female,White Caucasian,,No,No,2,,,,,,Democrat,Somewhat liberal,,,Yes,No,No,"",PhD MD MBA Law degree,No
90332,2010.03.04,2010.03.04,en,,,,FY972771,,1978,Male,White Caucasian,,Yes,,,,,,California,,Independent,Slightly conservative,,"",Yes,Yes,Yes,,PhD MD MBA Law degree,No
90338,2010.03.04,2010.03.04,en,,,,FY983064,,1966,Female,White Caucasian,,Yes,,,,,,Minnesota,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
90416,2010.03.05,2010.03.05,en,,,,FY929673,,1945,Male,#NAME?,,Yes,,,,,,Texas,,Independent,Somewhat conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
90441,2010.03.06,2010.03.06,en,,,,FY970179,,1977,Female,White Caucasian,,No,No,12,"",,,,,Democrat,Very liberal,,,No,Yes,No,,PhD MD MBA Law degree,Yes
90445,2010.03.06,2010.03.06,en,,,,FY976070,,1972,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
90451,2010.03.06,2010.03.06,en,,,,FY913187,,1956,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
90694,2010.03.09,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,
90704,2010.03.10,2010.03.10,en,,,,FY980159,,1946,Male,Latino or Hispanic,,No,No,1,,,,,"",Independent,Neither liberal nor conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
